"YEAR","COUNTRY","LOCATION","LAT","LON","REMARKS","SOURCE","CODE","SEVERITY"
2002,"Torres Strait & Great Barrier Reef","Stucco Reef",-19.5592,149.5978,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Sudbury Reef (No 1)",-17.0136,146.2169,"backreef bommies very white where cover is high","GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","Sudbury Reef (No 3)",-16.9496,146.2157,NA,"GBRMPA Data 2002","AUS","MEDIUM"
1998,"Torres Strait & Great Barrier Reef","Sudbury Rf",-17.01512,146.21579,NA,"Berkelmans & Oliver (1999)","AUS","MEDIUM"
1998,"Torres Strait & Great Barrier Reef","Sudbury Rf",-17.01512,146.21579,NA,"Berkelmans & Oliver (1999)","AUS","MEDIUM"
1998,"Torres Strait & Great Barrier Reef","Sun Is",-22.30833,150.23833,NA,"Berkelmans & Oliver (1999)","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","Sunday Reef",-11.9271,143.2075,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Sunray Reef",-22.1864,152.7598,NA,"GBRMPA Data 2002","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Sunray Rf",-22.18795,152.75877,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Sunray Rf",-22.18795,152.75877,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Sunter Reef",-12.78,143.4128,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Sweetlip Reef",-22.2682,152.7337,NA,"GBRMPA Data 2002","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Sweetlip Rf",-22.26981,152.73265,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Sweetlip Rf",-22.26981,152.73265,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1992,"Torres Strait & Great Barrier Reef","Swinger Reef",-15.2441,145.5404,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Swinger Reef",-15.2426,145.5414,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Switzer Reef",-14.3603,144.758,"pale and yellow soft corals and plates","GBRMPA Data 2002","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Sykes Rf",-23.43933,152.02761,NA,"Berkelmans & Oliver (1999)","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Sykes Rf",-23.43933,152.02761,NA,"Berkelmans & Oliver (1999)","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","Tabias Reef",-19.1014,148.2864,NA,"GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","Taiwan Reef",-22.1508,152.7586,NA,"GBRMPA Data 2002","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Taiwan Rf",-22.1524,152.75761,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Taiwan Rf",-22.1524,152.75761,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Taylor Rf",-17.83379,146.5482,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Taylor Rf",-17.83379,146.5482,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Teague Reef",-20.3008,149.0737,NA,"GBRMPA Data 2002","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Tern Is",-20.9132,150.03253,NA,"Berkelmans & Oliver (1999)","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Tern Reef",-20.9117,150.0336,NA,"GBRMPA Data 2002","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","Thatch Reef",-19.6934,149.9776,NA,"GBRMPA Data 2002","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","The Child",-23.155,151.08333,NA,"Berkelmans & Oliver (1999)","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","The Child Reef",-23.1536,151.0852,NA,"GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","Thetford Reef",-16.803,146.1847,"low cover on back reef, but reef front has lots of white coral on slope","GBRMPA Data 2002","AUS","HIGH"
1994,"Torres Strait & Great Barrier Reef","Thetford Reef",-16.8045,146.1836,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Thomas Is, east",-20.53778,149.11486,"No bleaching","Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Thomas Is, east",-20.53778,149.11486,"No bleaching","Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Thomas Is, west",-20.53778,149.11486,"No bleaching","Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Thomas Is, west",-20.53778,149.11486,"No bleaching","Berkelmans & Oliver (1999)","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Thomas Reef",-20.0801,148.2979,"low cover","GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","Thomas Reef",-20.5362,149.1159,NA,"GBRMPA Data 2002","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Thorpe Is",-17.97812,146.13489,"<5% bleached, but may be little coral due to v dirty water","Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Thorpe Is",-17.97812,146.13489,"<5% bleached, but may be little coral due to v dirty water","Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Three Islands",-15.11042,145.42318,NA,"Berkelmans & Oliver (1999)","AUS","MEDIUM"
1998,"Torres Strait & Great Barrier Reef","Three Islands",-15.11042,145.42318,NA,"Berkelmans & Oliver (1999)","AUS","MEDIUM"
1998,"Torres Strait & Great Barrier Reef","Three Rocks",-20.95,149.73667,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Three Rocks Reef",-20.9521,149.7394,NA,"GBRMPA Data 2002","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","Thrush Reef",-11.7096,143.1877,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Tiger Reef",-19.2092,148.5425,NA,"GBRMPA Data 2002","AUS","MEDIUM"
1998,"Torres Strait & Great Barrier Reef","Tiger Rf",-19.2107,148.54149,"5-10%","Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Tiger Rf",-19.2107,148.54149,"5-10%","Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Tijou Rf",-13.14399,143.94871,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Tile Reef",-19.6164,149.8498,NA,"GBRMPA Data 2002","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Till Shoal",-21.95182,150.13084,NA,"Berkelmans & Oliver (1999)","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Till Shoal",-21.95182,150.13084,NA,"Berkelmans & Oliver (1999)","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Tinsmith Is",-20.69994,149.20069,NA,"Berkelmans & Oliver (1999)","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Tongue Reef",-16.3248,145.8094,NA,"GBRMPA Data 2002","AUS","MEDIUM"
1998,"Torres Strait & Great Barrier Reef","Tongue Rf, NW side",-16.3,145.683,"Fluoro corals on bommies","Berkelmans & Oliver (1999)","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Triangle Reef",-21.8464,152.639,NA,"GBRMPA Data 2002","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Triangle Rf",-21.84796,152.63799,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Triangle Rf",-21.84796,152.63799,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Trunk Reef",-18.4,146.8333,"30-50%","Berkelmans, R. and Oliver, J.K. 1999. Large-scale bleaching of corals on the Great Barrier Reef. Coral Reefs. 18:55-60","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","Trunk Reef",-18.3508,146.8285,NA,"GBRMPA Data 2002","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Trunk Rf",-18.35233,146.82744,NA,"Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Trunk Rf",-18.35233,146.82744,NA,"Berkelmans & Oliver (1999)","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Tryon Reef",-23.2459,151.7854,NA,"GBRMPA Data 2002","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Turner Cay",-21.35053,152.2547,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Turner Cay",-21.35053,152.2547,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Turner Cay, Swains sector GBR",-21.8009,152.3879,"no bleaching","http://www.aims.gov.au/pages/research/caching/Broadscale-bleaching/beb-01.html","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Turner Reef",-21.7242,152.559,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Turrum Reef",-21.6097,152.3738,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Turtle Group Reef (No 1)",-14.7315,145.1865,NA,"GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","Turtle Group Reef (No 5)",-14.7013,145.2039,NA,"GBRMPA Data 2002","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Turtle Is",-10.89125,142.6952,NA,"Berkelmans & Oliver (1999)","AUS","LOW"
1980,"Torres Strait & Great Barrier Reef","Turtle Island Reef",-22.3582,149.7747,NA,"GBRMPA  Historical Bleaching Database","AUS","UNKNOWN"
1982,"Torres Strait & Great Barrier Reef","Turtle Island Reef",-22.3582,149.7747,NA,"GBRMPA  Historical Bleaching Database","AUS","UNKNOWN"
2002,"Torres Strait & Great Barrier Reef","Turtle Reef",-21.7996,152.3813,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Turtle Reef (South)",-14.7202,145.1618,NA,"GBRMPA Data 2002","AUS","HIGH"
1998,"Torres Strait & Great Barrier Reef","Turtle Rf",-14.73295,145.18541,"<2%","Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Turtle Rf",-14.71566,145.19238,NA,"Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Turtle Rf",-14.73541,145.19902,"<5%","Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Turtle Rf",-14.73067,145.17893,NA,"Berkelmans & Oliver (1999)","AUS","MEDIUM"
1998,"Torres Strait & Great Barrier Reef","Turtle Rf",-14.73295,145.18541,"<2%","Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Turtle Rf",-14.71566,145.19238,NA,"Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Turtle Rf",-14.73541,145.19902,"<5%","Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Turtle Rf",-14.73067,145.17893,NA,"Berkelmans & Oliver (1999)","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","Twin Cays Reef (North)",-21.2075,151.9904,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Twin Cays Reef (South)",-21.2239,151.9867,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","Twins Reef (East)",-22.383,152.5565,NA,"GBRMPA Data 2002","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Two Islands",-15.02477,145.4408,"2-5%","Berkelmans & Oliver (1999)","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Two Islands",-15.02477,145.4408,"2-5%","Berkelmans & Oliver (1999)","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","Two Islands Reef",-15.0233,145.4419,NA,"GBRMPA Data 2002","AUS","LOW"
1998,"Torres Strait & Great Barrier Reef","Tydeway Rf",-20.00959,149.72417,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1998,"Torres Strait & Great Barrier Reef","Tydeway Rf",-20.00959,149.72417,NA,"Berkelmans & Oliver (1999)","AUS","NONE"
1994,"Torres Strait & Great Barrier Reef","U/N",-19.8049,149.4245,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1994,"Torres Strait & Great Barrier Reef","U/N",-20.0344,149.6888,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1994,"Torres Strait & Great Barrier Reef","U/N",-19.7621,149.365,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1994,"Torres Strait & Great Barrier Reef","U/N",-16.5673,146.0017,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1994,"Torres Strait & Great Barrier Reef","U/N",-18.3244,146.7442,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1994,"Torres Strait & Great Barrier Reef","U/N",-16.5826,145.9798,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1994,"Torres Strait & Great Barrier Reef","U/N",-16.6231,145.9494,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1994,"Torres Strait & Great Barrier Reef","U/N",-16.5478,145.9488,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1992,"Torres Strait & Great Barrier Reef","U/N",-15.429,145.5076,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1992,"Torres Strait & Great Barrier Reef","U/N",-15.4629,145.6751,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1992,"Torres Strait & Great Barrier Reef","U/N",-15.5048,145.6171,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1994,"Torres Strait & Great Barrier Reef","U/N",-16.0625,145.4653,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
1987,"Torres Strait & Great Barrier Reef","U/N",-16.1001,145.4668,NA,"GBRMPA  Historical Bleaching Database","AUS","UNKNOWN"
1994,"Torres Strait & Great Barrier Reef","U/N",-16.0809,145.7233,NA,"GBRMPA  Historical Bleaching Database","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-11.0707,143.0922,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-11.1688,143.098,"low cover","GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-11.4322,143.1658,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-11.5188,143.3644,"Lots of turtles","GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-11.8676,143.2985,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-14.8814,145.5576,"fluoros","GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-14.7902,145.5876,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-14.8657,145.5293,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-14.6644,145.6499,"pale and fluoros, mainly plates. Porites ok","GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-15.4275,145.5087,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-15.4852,145.6554,"lots of white plates and boulders","GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-15.3145,145.7636,"fluoros","GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-14.7802,145.0868,NA,"GBRMPA Data 2002","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-14.7983,145.1359,NA,"GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-14.8162,145.1816,NA,"GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-14.7119,144.9937,NA,"GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-14.7185,144.9527,NA,"GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-12.8791,143.598,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-12.1277,143.6597,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-12.237,143.5101,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-12.3848,143.485,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-13.0615,143.8795,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-13.5547,143.8427,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-12.9325,143.6568,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-12.9353,143.8217,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-12.9487,143.815,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-12.9521,143.6859,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-13.4016,143.9748,"no fluoros","GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-13.3236,143.731,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-13.3311,143.784,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-18.3228,146.7453,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-18.1223,146.7633,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-18.1354,146.9721,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-19.1875,146.8414,NA,"GBRMPA Data 2002","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-16.0762,145.7569,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-16.0216,145.7011,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-16.031,145.711,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-15.8112,145.7753,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-15.5584,145.6513,"white bommies","GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-15.5033,145.6181,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-15.5133,145.5364,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-15.507,145.5484,"fluoros","GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-16.8982,145.9565,NA,"GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-17.3542,146.5346,"high cover","GBRMPA Data 2002","AUS","HIGH"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-17.9957,146.7756,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-18.0117,146.8392,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.354,152.6925,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.156,152.5516,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.2992,152.733,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.3245,152.7244,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.804,152.4753,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.807,152.4526,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.8384,152.4659,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.6123,152.4744,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.6143,152.2103,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.7091,152.4522,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.932,152.4909,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.5542,152.5446,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.5757,152.535,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.6656,152.5447,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.1701,152.4444,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.2003,152.4921,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.0608,152.5042,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.0576,152.7365,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.0765,152.5194,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-22.1061,152.5302,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-20.9486,150.6585,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.6482,152.4768,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.6376,152.2663,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.665,152.4536,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.6716,152.4011,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.5152,151.8135,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.5282,151.7763,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.528,151.9174,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.579,151.9333,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.5738,152.0083,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.5958,152.0773,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.6063,152.1921,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-20.8015,151.1606,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-20.868,151.254,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-20.8907,151.2966,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-20.9413,151.3177,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-20.9616,151.3598,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-20.9669,151.4021,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-20.9855,152.3947,NA,"GBRMPA Data 2002","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.2295,152.5037,"lots of fluoros","GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3188,152.4863,NA,"GBRMPA Data 2002","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3579,152.4811,NA,"GBRMPA Data 2002","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.1777,152.5174,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.2034,152.5227,NA,"GBRMPA Data 2002","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3573,152.5201,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3856,152.503,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3979,152.5104,"lots of fluoros and white corals","GBRMPA Data 2002","AUS","MEDIUM"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.4638,152.5207,NA,"GBRMPA Data 2002","AUS","LOW"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3432,151.2831,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3692,151.369,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.394,151.3321,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3902,151.2811,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3541,151.4802,NA,"GBRMPA Data 2002","AUS","NONE"
2002,"Torres Strait & Great Barrier Reef","U/N Reef",-21.3861,151.4247,NA,"GBRMPA Data 2002","AUS","NONE"
